stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\georg\source\repos\Project2\x64\Debug\allegro5.cfg r
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.64455] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.64464] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   0.64469] Chose bitmap format 9
d3d      E          d3d_bmp.cpp:389  d3d_create_textures              [   0.64715] d3d_create_textures: Unable to create video texture.
dtor     D               dtor.c:196  _al_register_destructor          [   0.65154] added dtor for bitmap 000001CF86E0E5F0, func 00007FFFEA51118B
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.75351] opening dado6.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.75384] opening dado6.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.75401] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.75408] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.75415] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.75420] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.75428] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.75438] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.75447] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.75454] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.75460] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.75465] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.75469] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.75477] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   0.75483] Chose bitmap format 9
d3d      E          d3d_bmp.cpp:389  d3d_create_textures              [   0.75677] d3d_create_textures: Unable to create video texture.
dtor     D               dtor.c:196  _al_register_destructor          [   0.76026] added dtor for bitmap 000001CF86E0B470, func 00007FFFEA51118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.86139] added dtor for queue 000001CFF6484E10, func 00007FFFEA511C30
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.89549] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.89562] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.89569] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.89573] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.89577] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.89583] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.89596] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.89607] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.89614] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.89622] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.89629] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.89637] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   0.89643] Chose bitmap format 9
font     D                ttf.c:243  alloc_glyph_region               [   0.89713] Glyph 57: 22x27 (24x28)
font     D                ttf.c:287  alloc_glyph_region               [   0.89721] Locking glyph region: 000001CF86F623D0 0 0 24 28
font     D                ttf.c:167  unlock_current_page              [   0.89931] Unlocking page: 000001CF86F623D0
font     D                ttf.c:243  alloc_glyph_region               [   0.89948] Glyph 72: 20x21 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.89957] Locking glyph region: 000001CF86F623D0 24 0 20 24
font     D                ttf.c:167  unlock_current_page              [   0.90008] Unlocking page: 000001CF86F623D0
font     D                ttf.c:243  alloc_glyph_region               [   0.90022] Glyph 93: 19x21 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.90030] Locking glyph region: 000001CF86F623D0 44 0 20 24
font     D                ttf.c:167  unlock_current_page              [   0.90040] Unlocking page: 000001CF86F623D0
font     D                ttf.c:471  cache_glyph                      [   0.90048] Glyph 3 has zero size.
font     D                ttf.c:243  alloc_glyph_region               [   0.90056] Glyph 71: 19x28 (20x28)
font     D                ttf.c:287  alloc_glyph_region               [   0.90062] Locking glyph region: 000001CF86F623D0 64 0 20 28
font     D                ttf.c:167  unlock_current_page              [   0.90072] Unlocking page: 000001CF86F623D0
font     D                ttf.c:243  alloc_glyph_region               [   0.90083] Glyph 82: 20x21 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.90089] Locking glyph region: 000001CF86F623D0 84 0 20 24
font     D                ttf.c:167  unlock_current_page              [   0.90098] Unlocking page: 000001CF86F623D0
font     D                ttf.c:243  alloc_glyph_region               [   0.90106] Glyph 36: 22x27 (24x28)
font     D                ttf.c:287  alloc_glyph_region               [   0.90112] Locking glyph region: 000001CF86F623D0 104 0 24 28
font     D                ttf.c:167  unlock_current_page              [   0.90124] Unlocking page: 000001CF86F623D0
font     D                ttf.c:243  alloc_glyph_region               [   0.90136] Glyph 80: 20x21 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.90144] Locking glyph region: 000001CF86F623D0 128 0 20 24
font     D                ttf.c:167  unlock_current_page              [   0.90155] Unlocking page: 000001CF86F623D0
font     D                ttf.c:243  alloc_glyph_region               [   0.90167] Glyph 68: 20x21 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.90174] Locking glyph region: 000001CF86F623D0 148 0 20 24
font     D                ttf.c:167  unlock_current_page              [   0.90185] Unlocking page: 000001CF86F623D0
font     D                ttf.c:243  alloc_glyph_region               [   0.90197] Glyph 85: 17x21 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.90204] Locking glyph region: 000001CF86F623D0 168 0 20 24
font     D                ttf.c:167  unlock_current_page              [   0.90214] Unlocking page: 000001CF86F623D0
font     D                ttf.c:243  alloc_glyph_region               [   0.90222] Glyph 79: 18x28 (20x28)
font     D                ttf.c:287  alloc_glyph_region               [   0.90227] Locking glyph region: 000001CF86F623D0 188 0 20 28
font     D                ttf.c:167  unlock_current_page              [   0.90236] Unlocking page: 000001CF86F623D0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.90652] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.90669] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.91169] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.91183] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.91257] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.91266] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.91341] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.91348] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.91419] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.91426] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.91493] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.91503] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.91587] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.91595] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [  46.98161] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [  46.98173] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [  46.98178] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [  46.98187] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [  46.98193] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [  46.98199] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [  46.98204] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [  46.98209] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [  46.98213] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [  46.98218] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [  46.98222] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [  46.98228] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [  46.98234] Chose bitmap format 9
font     D                ttf.c:243  alloc_glyph_region               [  46.98308] Glyph 54: 10x12 (12x12)
font     D                ttf.c:287  alloc_glyph_region               [  46.98316] Locking glyph region: 000001CFF6489890 0 0 12 12
font     D                ttf.c:167  unlock_current_page              [  46.98328] Unlocking page: 000001CFF6489890
font     D                ttf.c:243  alloc_glyph_region               [  46.98338] Glyph 72: 10x10 (12x12)
font     D                ttf.c:287  alloc_glyph_region               [  46.98343] Locking glyph region: 000001CFF6489890 12 0 12 12
font     D                ttf.c:167  unlock_current_page              [  46.98352] Unlocking page: 000001CFF6489890
font     D                ttf.c:243  alloc_glyph_region               [  46.98359] Glyph 79: 9x12 (12x12)
font     D                ttf.c:287  alloc_glyph_region               [  46.98363] Locking glyph region: 000001CFF6489890 24 0 12 12
font     D                ttf.c:167  unlock_current_page              [  46.98370] Unlocking page: 000001CFF6489890
font     D                ttf.c:243  alloc_glyph_region               [  46.98377] Glyph 70: 10x10 (12x12)
font     D                ttf.c:287  alloc_glyph_region               [  46.98384] Locking glyph region: 000001CFF6489890 36 0 12 12
font     D                ttf.c:167  unlock_current_page              [  46.98392] Unlocking page: 000001CFF6489890
font     D                ttf.c:243  alloc_glyph_region               [  46.98401] Glyph 76: 9x12 (12x12)
font     D                ttf.c:287  alloc_glyph_region               [  46.98407] Locking glyph region: 000001CFF6489890 48 0 12 12
font     D                ttf.c:167  unlock_current_page              [  46.98413] Unlocking page: 000001CFF6489890
font     D                ttf.c:243  alloc_glyph_region               [  46.98421] Glyph 82: 10x10 (12x12)
font     D                ttf.c:287  alloc_glyph_region               [  46.98425] Locking glyph region: 000001CFF6489890 60 0 12 12
font     D                ttf.c:167  unlock_current_page              [  46.98432] Unlocking page: 000001CFF6489890
font     D                ttf.c:243  alloc_glyph_region               [  46.98440] Glyph 81: 10x10 (12x12)
font     D                ttf.c:287  alloc_glyph_region               [  46.98444] Locking glyph region: 000001CFF6489890 72 0 12 12
font     D                ttf.c:167  unlock_current_page              [  46.98452] Unlocking page: 000001CFF6489890
font     D                ttf.c:471  cache_glyph                      [  46.98459] Glyph 3 has zero size.
font     D                ttf.c:243  alloc_glyph_region               [  46.98467] Glyph 39: 10x12 (12x12)
font     D                ttf.c:287  alloc_glyph_region               [  46.98471] Locking glyph region: 000001CFF6489890 84 0 12 12
font     D                ttf.c:167  unlock_current_page              [  46.98480] Unlocking page: 000001CFF6489890
font     D                ttf.c:243  alloc_glyph_region               [  46.98491] Glyph 68: 10x10 (12x12)
font     D                ttf.c:287  alloc_glyph_region               [  46.98496] Locking glyph region: 000001CFF6489890 96 0 12 12
font     D                ttf.c:167  unlock_current_page              [  46.98504] Unlocking page: 000001CFF6489890
font     D                ttf.c:243  alloc_glyph_region               [  46.98512] Glyph 71: 10x12 (12x12)
font     D                ttf.c:287  alloc_glyph_region               [  46.98517] Locking glyph region: 000001CFF6489890 108 0 12 12
font     D                ttf.c:167  unlock_current_page              [  46.98523] Unlocking page: 000001CFF6489890
font     D                ttf.c:243  alloc_glyph_region               [  46.98530] Glyph 29: 6x10 (8x12)
font     D                ttf.c:287  alloc_glyph_region               [  46.98535] Locking glyph region: 000001CFF6489890 120 0 8 12
font     D                ttf.c:167  unlock_current_page              [  46.98544] Unlocking page: 000001CFF6489890
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  47.00216] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  47.00230] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [  64.87319] Glyph 75: 18x28 (20x28)
font     D                ttf.c:287  alloc_glyph_region               [  64.87334] Locking glyph region: 000001CF86F623D0 208 0 20 28
font     D                ttf.c:167  unlock_current_page              [  64.87343] Unlocking page: 000001CF86F623D0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  64.87391] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  64.87397] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [  70.39938] Glyph 88: 18x21 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [  70.39952] Locking glyph region: 000001CF86F623D0 228 0 20 24
font     D                ttf.c:167  unlock_current_page              [  70.39961] Unlocking page: 000001CF86F623D0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  70.40000] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  70.40008] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 143.68599] removed dtor for bitmap 000001CF86E0ED80
dtor     D               dtor.c:227  _al_unregister_destructor        [ 143.68808] removed dtor for bitmap 000001CF86E0EF70
dtor     D               dtor.c:227  _al_unregister_destructor        [ 143.69015] removed dtor for bitmap 000001CF86E206B0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 143.69223] removed dtor for bitmap 000001CF86E0E400
dtor     D               dtor.c:227  _al_unregister_destructor        [ 143.69424] removed dtor for bitmap 000001CF86E0E5F0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 143.69610] removed dtor for bitmap 000001CF86E0B470
dtor     D               dtor.c:227  _al_unregister_destructor        [ 143.69808] removed dtor for bitmap 000001CF86E18700
dtor     D               dtor.c:227  _al_unregister_destructor        [ 143.70099] removed dtor for bitmap 000001CF86E0C020
dtor     D               dtor.c:227  _al_unregister_destructor        [ 143.70138] removed dtor for ttf_font 000001CF86DF34C0
d3d      I         d3d_disp.cpp:910  d3d_destroy_display              [ 143.70178] destroying display 000001CFF64815F0 (current 0000000000000000)
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 143.70470] converting display bitmap 000001CF86F623D0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 143.70499] added dtor for bitmap 000001CF86E0B470, func 00007FFFEA51118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 143.70506] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 143.70512] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 143.70595] removed dtor for bitmap 000001CF86E0B470
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 143.70646] converting display bitmap 000001CF86E0AFE0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 143.70653] added dtor for bitmap 000001CF86E0B470, func 00007FFFEA51118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 143.70659] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 143.70664] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 143.70700] removed dtor for bitmap 000001CF86E0B470
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 143.70730] converting display bitmap 000001CF86E1C240 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 143.70738] added dtor for bitmap 000001CF86E206B0, func 00007FFFEA51118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 143.70746] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 143.70752] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 143.70783] removed dtor for bitmap 000001CF86E206B0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 143.70821] converting display bitmap 000001CF86E1C050 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 143.70835] added dtor for bitmap 000001CF86E206B0, func 00007FFFEA51118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 143.70840] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 143.70844] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 143.70874] removed dtor for bitmap 000001CF86E206B0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 143.70904] converting display bitmap 000001CF86E181F0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 143.70913] added dtor for bitmap 000001CF86E206B0, func 00007FFFEA51118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 143.70919] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 143.70925] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 143.70956] removed dtor for bitmap 000001CF86E206B0
d3d      D         d3d_disp.cpp:894  d3d_destroy_display_internals    [ 143.70989] waiting for display 000001CFF64815F0's thread to end
d3d      W         d3d_disp.cpp:603  d3d_destroy_device               [ 143.71798] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1557 d3d_display_thread_proc          [ 143.73409] d3d display thread exits
dtor     D               dtor.c:227  _al_unregister_destructor        [ 143.73673] removed dtor for queue 000001CFF6484E10
dtor     D               dtor.c:116  _al_run_destructors              [ 143.73700] calling dtor for bitmap 000001CF86E0AFE0, func 00007FFFEA51118B
dtor     D               dtor.c:227  _al_unregister_destructor        [ 143.73707] removed dtor for bitmap 000001CF86E0AFE0
dtor     D               dtor.c:116  _al_run_destructors              [ 143.73718] calling dtor for bitmap 000001CF86E1C240, func 00007FFFEA51118B
dtor     D               dtor.c:227  _al_unregister_destructor        [ 143.73724] removed dtor for bitmap 000001CF86E1C240
dtor     D               dtor.c:116  _al_run_destructors              [ 143.73731] calling dtor for bitmap 000001CF86E1C050, func 00007FFFEA51118B
dtor     D               dtor.c:227  _al_unregister_destructor        [ 143.73736] removed dtor for bitmap 000001CF86E1C050
dtor     D               dtor.c:116  _al_run_destructors              [ 143.73746] calling dtor for bitmap 000001CF86E181F0, func 00007FFFEA51118B
dtor     D               dtor.c:227  _al_unregister_destructor        [ 143.73752] removed dtor for bitmap 000001CF86E181F0
dtor     D               dtor.c:116  _al_run_destructors              [ 143.73758] calling dtor for timer 000001CFF6586B30, func 00007FFFEA511050
dtor     D               dtor.c:227  _al_unregister_destructor        [ 143.73763] removed dtor for timer 000001CFF6586B30
dtor     D               dtor.c:116  _al_run_destructors              [ 143.73769] calling dtor for ttf_font 000001CF86DF33E0, func 00007FF8004A128F
dtor     D               dtor.c:227  _al_unregister_destructor        [ 143.73778] removed dtor for ttf_font 000001CF86DF33E0
